rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments,type
1,"An almost entirely pointless volume of Sam Wilson. I mean, the first issues good: it continues Sam's problems of rising to the role of Captain America, and nicely links it to the hijinks over in Steve Roger's comic. 
 But then we get three issues of sidekicks having adventures, and I can't say I really care about D-Man, Misty, the new Falcon, and Rage, at least not as they're written in this comic. Their stories are also irrelevant for the main plot and totally forgettable. 
 Actually, I take that back, issue #17 isn't forgettable at all, because it's the worst thing Spencer has ever written. He tries to satirize campus progressives by suggesting that they throw grenades while mindlessly repeating liberal phrases. It's one of the most painfully bad issues I've ever read anywhere, and unfortunately it plays right into the false-narrative now being spread about college campuses, suggesting they're not open to free speech. 
 Overall: horrible, especially issue #17, but you can probably just skip it, unless issue #14 turns out to be important to the overall arc. 
 (I'd already largely decided that Spencer's Captain America was going out of my collection after I finished reading it, but this volume, and especially #17, ensured that.)",Thu Sep 28 22:22:50 -0700 2017,Thu Sep 28 22:29:16 -0700 2017,Thu Sep 28 00:00:00 -0700 2017,Thu Sep 28 00:00:00 -0700 2017,0,0,comics_graphics
2,Golden was the best. Too much intro and not enough middle and end.,Wed Jul 04 09:15:20 -0700 2012,Mon Dec 31 08:55:20 -0800 2012,Wed Nov 14 00:00:00 -0800 2012,Wed Jul 04 00:00:00 -0700 2012,0,0,young_adult
2,"I consider this one of the low points of my current interest in Christian/Inspirational Romance/Historical Fiction. 
 It's just so much fluff that I kind of want to gag. Not only that, but the main character fully acknowledges that it's like her own version of Jane Eyre. (At least the author did admit the correlations rather than rip it off completely, but it's still pretty lame.) 
 It's really not awful, since clearly lots of other people like it, but just too much like weak tea for my taste.",Mon Jul 11 10:55:55 -0700 2016,Mon Jul 11 11:03:44 -0700 2016,Thu Jul 07 00:00:00 -0700 2016,,1,0,romance
2,"So I'll be honest here. I picked up Deviant for the same reason anyone looking for a good ol' smut sesh would but surprisingly, the plot turned out to be more interesting that I expected. Now while the first half was edgy enough to keep me on my toes wanting more, the following half made me realize I should have just stuck with its initial purpose. It took a nose dive straight into the 'so overly unrealistic it's not even a guilty pleasure anymore' kind of romance book territory I shall eternally shake my head at. 
 Since we've got ourselves a partly skimmed book as a result, I guess I don't have much to offer for a full-fledged review. Honestly, I'm starting to question my increasingly masochistic sanity and wonder why I even bother with these novels and their seriously messed up, dipshited, over exaggeratedly alpha, crazy possessive, borderline psychotic, often bipolar-esque, ridiculous (should I go on?) male leads time and time again. 
 Here's to hoping I don't let my hormones make the same mistakes again!",Fri Oct 09 18:58:12 -0700 2015,Fri Oct 09 19:18:55 -0700 2015,Fri Sep 25 00:00:00 -0700 2015,,0,0,romance
2,"I really enjoyed the first two books of this series. This time I did enjoy the Viennese setting. However, what really ruined the book for me was the hero. If I had been Emily, I would have dumped him and taken up with Jeremy--or any of the other male characters (even the bad guys). I was even hoping that he would be killed, so Emily could move on to someone who wasn't a cad. I will probably read other books in the series because I do enjoy the mysteries, but I won't be in a rush to do so.",Mon Jun 16 20:54:32 -0700 2014,Tue Jun 17 11:59:40 -0700 2014,Tue Jun 17 11:59:40 -0700 2014,Mon Jun 16 00:00:00 -0700 2014,0,0,history_biography
2,"Unfortunately, I just finished Ghettoside and this book does not even touch Jane Leovy's book. I would recommend that and the Pruitt Igoe documentary if you have an interest in large scale housing projects. This books also feels more dated than it should, probably due to the gang chapters that seem to drag on. I kept waiting for some grand conclusions about the projects, but found none. I wanted this to be interesting, but it just wasn't.",Sun Mar 15 11:15:29 -0700 2015,Sun Mar 15 11:21:20 -0700 2015,Sat Mar 14 00:00:00 -0700 2015,,0,0,history_biography
2,"Saw the movie where an ordinary man, Jabez Stone (Alec Baldwin) is down on his luck. He's an aspiring author, and after watching his good friend become published and rich, Jabez confides to his reflection in the mirror that he would sell his soul to the Devil to be a successful author. Enter Jenifer Love-Hewitt as the Devil, eager to close the deal. Anthony Hopkins portrays the defense lawyer, who has chased the Devil before and attempts to convince a ghost jury that the Devil manipulates desperate people to her advantage. 
 The book is really a short story, and is written more as a tall tale of Daniel Webster as a simple but successful man from NH as the lawyer. Bottom line: in this case, the movie delivers more bang for your buck (not often that you'll hear that from me).",Sat Mar 07 16:19:15 -0800 2009,Sat Mar 07 16:27:41 -0800 2009,Sat Mar 07 00:00:00 -0800 2009,,0,0,poetry
2,"This book tries to teach kids about healthy eating habits...by making the junk food look bright, colorful and tasty. Luckily, as a kid I also found the carrot sticks rather tasty-looking so it balances out.",Sat Aug 17 12:41:38 -0700 2013,Sat Aug 17 12:45:02 -0700 2013,,,0,0,children
2,"Status: DNF. 
 I read 220 very tedious pages, and I don't have it in me to finish this book, even though I'm so close to finishing it. I didn't know this was a book of short stories, I Am Legend itself being its most substantial one. In all earnestness, it was just about okay. This might be the first time in my personal history that I've liked the movie version better than the book. 
 The other stories in this book are completely mediocre and average and highly forgettable. Maybe it's because I have already read some very good horror fiction that I just didn't find this one to have any standing today. It was revolutionary for its time, Stephen King himself calling it an inspiration, but for today's readers, I can safely say, give this a miss.",Sat Oct 22 02:17:09 -0700 2016,Wed Nov 09 10:43:38 -0800 2016,Thu Nov 10 00:00:00 -0800 2016,Sat Oct 22 00:00:00 -0700 2016,0,0,fantasy_paranormal
2,"I don't enjoy T.S. Eliot. 
 Poetry should be enjoyed and this experience was so incredibly far from enjoyable.",Thu Feb 19 13:07:16 -0800 2015,Sun Mar 01 20:16:20 -0800 2015,Sun Mar 01 00:00:00 -0800 2015,Thu Feb 19 00:00:00 -0800 2015,0,0,poetry
2,"I felt like the poetry chosen was on very stereotypical ""women's topics"".",Wed Nov 25 12:39:38 -0800 2009,Wed Nov 25 12:39:38 -0800 2009,Tue Nov 24 00:00:00 -0800 2009,,0,0,poetry
2,"Wish I could say I understand what Fraction is trying to accomplish by taking on this side job - maybe he had an extra car payment to make? Perhaps he felt like writing in the voice of 70s comic writers? Dunno, but while the art was interesting (if a little washed out), the story didn't do the readers any favours. Or rather, didn't tell us anything we hadn't already heard a hundred times before.",Wed Jul 08 13:53:02 -0700 2009,Tue Sep 14 12:27:06 -0700 2010,Sun Sep 05 00:00:00 -0700 2010,,1,2,comics_graphics
2,"Ehhhhhh. 
 Really nothing to rave about. It was not poorly written in terms of style or technical aspects. The story was not particularly interesting and I feel it is a bit overdone. It does not stand out from other vampire fiction to me. The ""romance"" happened far too quickly, in my opinion. I would expect vampires who have lived so long to be a little harder to get in the sack, but... Even for a short story, it was short. 
 I feel like the author is capable of more. I would like to see a longer story from her. :)",Fri Nov 08 20:14:53 -0800 2013,Fri Nov 08 20:16:50 -0800 2013,,,0,0,romance
2,"This book tries so hard to be Looking for Alaska, but its characters and plot are flat and the result is not what I expected. It's a shame, since I thought I'd love it... 
 Plus, in the audible edition, the narrator's voice for Cassidy sounds just like a really bad actor playing a very stereotypical gay guy...",Wed Sep 11 14:22:55 -0700 2013,Tue Nov 24 13:20:28 -0800 2015,Wed Sep 11 15:09:33 -0700 2013,,0,0,young_adult
2,"As I said in one of my updates, the word that best captures this book is ""meh"". Though for me, if I had to describe it in *three* words, I would say ""seen it before"". Gay magic-users? Mercedes Lackey did it in the '90s. Secret magical wars that normal people can't see? Harry Potter and Brandon Sanderson's Alcatraz books (which are excellent, BTW. it's full of zany humor and some interesting thoughts.). Even the various monsters are, more or less, cribbed from myths and legends. 
 That's not to say that it sucks, or anything. The fact that I was able to finish it means that it doesn't completely suck. And it was a bit interesting, I will admit. But, still, when I compare this book to some of the other books that I've read, like Misty's urban fantasy...cycle, I guess we'll call it, or the Mercy Thompson books, City of Bones suffers in that comparison. 
 Of course, if the writing were stellar, I could forgive unoriginal storytelling. But it isn't. It's not at the ""shitty fanfic"" level of craptacularness, but it still isn't very good. A few samples: 
 - ""Magnus plucked the invitation out of her hand and looked at it with fastidious distaste."" As opposed to untidy distaste, of course. I can think of several other ways to write that that don't sound nearly as pretentious and dumb. 
 - ""...the plunging neckline of the red tank top only emphasized her lack of what Eric would have called a 'rack'."" Look, it's not as if readers are going to say, ""Oh, she doesn't have a medieval torture device?"", or something like that. ""Rack"" is common American slang. You don't need to preface it with several unnecessary words, as if she's talking about someone's personal conlang. 
 - ""The last light of sunset struck gold sparks from his eyes."" WTF is this shit? Are there actual sparks coming from his eyes, because of the sun? This is the worst kind of cliched nonsense writing that I would expect out of a bad fanfic writer. Who edited this book, and missed this goddamn sentence? 
 The bottom line is that there are much better urban fantasy books out there. Read them. Don't read this. It really isn't worth it.",Thu May 12 23:42:21 -0700 2011,Thu Jun 02 16:50:14 -0700 2011,Sun May 15 00:00:00 -0700 2011,Thu May 12 00:00:00 -0700 2011,0,0,fantasy_paranormal
2,Borrrrrrrr-ing.,Fri Oct 17 07:57:49 -0700 2008,Fri Oct 17 07:58:53 -0700 2008,,,0,0,poetry
2,"Meh, cute, but couldn't get over the fact that the female lead basically bound the 'tortured for a thousand years' male lead as his first experience of love making. Ick.",Tue Feb 04 11:56:19 -0800 2014,Tue Feb 04 11:57:50 -0800 2014,Tue Feb 04 11:57:50 -0800 2014,,0,0,fantasy_paranormal
2,"Tries to be an old-school picture book of the 1960s, but fails. Contrived rhymes fall flat.",Mon May 23 05:58:37 -0700 2016,Wed Jun 22 21:04:14 -0700 2016,Wed Jun 01 00:00:00 -0700 2016,,0,0,children
2,"I read it as a teen, and it was too juvenile for me. Or I'm just hopelessly unromantic.",Sat Jun 29 06:12:32 -0700 2013,Sat Jun 29 06:17:06 -0700 2013,Fri Jan 01 00:00:00 -0800 1971,,0,0,romance
2,"This book was not for me...at all. 
 Our two main protagonists, Emma (past) and Jane(present), are both tenants in a minimalist home featuring little furniture and a lot of technological advances. This home is called One Folgate Street and was created by a famous architect name Edward Monkford. Both women come with their problems and as the story unfolds you're left to figure out why someone (no spoilers) was murdered...in One Folgate Street. 
 At the beginning I was intrigued by the plot and was curious to see what direction it was going to take, but unfortunately the biggest problem for me were these characters: I didn't care about ANY of them! Emma and Jane sounded exactly the same and were not interesting in the slightest (however I did listen to this on audiobook, which had different narrators for both characters so that helped tremendously). I didn't care about what they wanted, their past relationships or the relationships they formed with Edward, or what they were trying to achieve throughout the story. They were both completely oblivious to all of the ""warning signs"" the men in this story were giving off, such as they're bad people or just plain creepy. Emma irritated me more than Jane for reasons that seemed only to be placed as mere plot devices as an attempt to make the reader understand why ""they had to do what they had to do"" and to keep the plot moving along. 
 In the end, I just didn't care. Just....mmmm okay.",Mon Jan 16 18:40:56 -0800 2017,Thu Mar 09 10:39:54 -0800 2017,Thu Mar 09 10:39:54 -0800 2017,Mon Feb 27 09:09:42 -0800 2017,0,0,mystery_thriller_crime
2,l`nwn hw l'jml .,Fri Mar 04 22:29:44 -0800 2016,Fri Mar 04 22:30:16 -0800 2016,Sat Mar 05 22:30:16 -0800 2016,Sat Mar 05 00:00:00 -0800 2016,0,0,poetry
2,"Disappointing. Lame ending, although, after the story line, where else could she go? I'll read another and then decide.",Mon Jun 10 19:59:14 -0700 2013,Wed May 14 09:29:34 -0700 2014,Fri Jun 14 00:00:00 -0700 2013,Mon Jun 10 00:00:00 -0700 2013,0,0,mystery_thriller_crime
2,"I read this book because my students enjoy the series. I can't say I was impressed by the prose. Not bad, but I've read so many better beginning chapter books!",Sun Jan 15 14:19:37 -0800 2012,Sun Jan 15 14:22:00 -0800 2012,Sun Jan 15 00:00:00 -0800 2012,Sun Jan 15 00:00:00 -0800 2012,0,0,children
2,"Yuk. I came into this book thinking that the premise seemed interesting, there was plenty of room for Frost to develop characters and plot arcs, and that this was going to be a fun read, perfect for a rainy June day. 
 But boy, was I wrong! Frost squanders her characters, turning them into stereotypes: the corrupt politician, the crazed mum, the all-knowing British guy (albeit a vampire), the whiny female. What disappointed me most was how annoying Cat, our heroine, is. We're supposed to be rooting for her, and getting behind all of her action sequences. But her dialogue is terrible, the plot pacing is juvenile, and Cat herself is a let-down. I cringed through some of the dialogue sequences between her and Bones, her vampire mentor; I certainly kept waiting for an ""enemy"" vampire to come and finish her off for me. I wouldn't want to be her friend and I don't want to read another book about her.",Sat Jun 06 06:28:06 -0700 2009,Sat Jun 06 06:31:34 -0700 2009,Tue Jun 02 00:00:00 -0700 2009,,2,0,fantasy_paranormal
2,"read it with my 13 year old for his summer reading project. It had a few moments that were nice, but it was mostly depressing. It was also quite heavy with baseball jargon, which is understandable but if you don't know much about baseball, it's confusing and boring.",Fri Aug 08 19:35:06 -0700 2014,Sun Sep 07 19:52:53 -0700 2014,Sun Sep 07 00:00:00 -0700 2014,Fri Aug 08 00:00:00 -0700 2014,0,0,children
2,"I read the translation first before the original, and it was pretty disappointing.There is a remaining feeling which hard to delivered, an utterance which unspoken. The euforia after the movie released is far below my expectation. I enjoy read Kukila compared to this one",Wed Aug 16 22:37:31 -0700 2017,Tue Aug 29 01:19:26 -0700 2017,Wed Aug 16 00:00:00 -0700 2017,Mon Aug 14 00:00:00 -0700 2017,0,0,poetry
2,"** Original review posted on www.snazzybooks.com ** 
 The Last Runaway by Tracy Chevalier follows a naive quaker girl, Honor Bright, who leaves Bristol for a new life in America with her sister Grace, who is going to marry her fiance and start a new life there. When her sister dies of yellow fever on the journey over, Honor finds herself alone in a strange country with no family or friends. She encounters Donovan Mills, a ruthless, rude and arrogant slave-catcher who takes a shine to Honor and who, for some reason, she in turn finds quite attractive. She ends up staying with his local milliner Belle Mills, who becomes good friends with and soon finds out is Donovan's sister. Honor learns more about the slave trade in America through Belle, and about the 'Underground Railroad', an illegal, covert network of people who help rescue and smuggle away slaves trying to get to Canada and to their freedom, of which Belle is part of. Though certainly not a fan of the idea of slavery, due to her Quaker background which advocates equality for everyone, Honor does not take particular action to help them until later into the novel. 
 Feeling lonely and vulnerable, Honor goes on to marry Jack Haymaker, a local dairy farmer, and becomes part of his unwelcoming family that includes his judgemental mother Judith and his whiney sister Dorcas. They do not want her to become involved in the Underground Railroad in any way but Honor finds that the more she learns about the people who are struggling for their freedom, the less detached she can feel from their situation. 
 ""I have a bed and enough to eat and kind people about me. God is still with me. For these things I am grateful and have no reason to complain"" - Honor Bright. 
 Although Honor does feel more affected by the slaves and their plights as the book goes on, the focus seems more on other aspects and storylines, such as her marriage to Jack, her background as a Quaker and her love of quilting. Because of this, the descriptions of the slaves on the run seem to be almost a side story, tucked away from the main narrative. We learn how those who help slaves on an almost daily basis- such as Belle- cope and feel about it, and how brash and determined slave catchers such as Donovan are, but we never get to hear much about the ordeal that slaves themselves have to go through, and their deeper feelings. 
 We don't learn a great deal about Honor's husband Jack Haymaker, who is also a Quaker, apart from some of the history with his father, and so he seems, as a character, fairly undeveloped. Like Honor he is not in favour of slavery but equally does not wish to go against the recently passed 'Fugitive Slave Act', which makes it illegal to help a runaway slave. He is emphatic that Honor should not become involved in the Underground Railroad, and the reader has no real reason to feel that this would be a problem until Honor suddenly becomes so upset that Jack will not let her help them that she runs away herself. It seems bizarre that Honor feels even an ounce of attraction for someone as vile as slave-catcher Donovan whilst also wanting to help slaves escape herself. 
 None of the characters in The Last Runaway really drew me in, though my favourite was by far straight-talking Belle who became good friends with Belle, somewhat surprisingly as their personalities seem so at odds with each other. Similarily Mrs Reed, a free black woman who is also part of the Underground Railroad, is a strong, opinionated character who risks her safety to help others. 
 Perhaps it was the Quaker upbringing but I felt Honor was just a little too one-dimensional and drippy; when she was staging her silent protest I felt like screaming at her to do something useful to help the runaways instead of refusing to speak, despite the fact that her Quaker beliefs led to her refusal to speak. 
 ""It is less distracting in the silence, she said. Sustained silence allows one truly to listen to what is deep inside. We call it waiting in expectation."" - Honor Bright 
 Honor seems an imperfect and submissive protagonist, despite her helping the slaves more and more as the novel went on, but she evidently does have a strong conscience that leads her into her acts of kindness towards those who need her. 
 I do feel like Tracy Chevalier had really researched before she wrote The Last Runaway; the descriptions of the landscape, social anxieties and Quaker beliefs were really interesting, particularly regarding the way slavery was part of everyday life in America. Despite this, I really can't quite make up my mind about this book! I was really interested in the subject matter- I haven't read many novels that touch upon slavery and Quaker beliefs/ lifestyle- and the fact that it was nice and easy to read meant it didn't require tonnes of concentration. The characters were just a little wooden for my liking, which was a shame as themes of slavery and the Underground Railroad were actually very interesting: I only wish Chevalier had developed these further. I've heard her other books are brilliant so I hope to read a few soon and see if I prefer them - particularly Girl With a Pearl Earring. 
 This novel, although worth reading if you have time, left me feeling unsatisfied and a little disappointed. 
 Rating: 2.5/5",Sun Jun 29 01:12:46 -0700 2014,Tue Jan 06 07:13:36 -0800 2015,Wed Jul 02 00:00:00 -0700 2014,Sun Jun 29 00:00:00 -0700 2014,0,0,history_biography
2,"This sounded so much like a book that was written just for me. I was really looking forward to it, but it's incredibly boring.",Tue Nov 24 15:32:28 -0800 2015,Tue Nov 24 15:33:09 -0800 2015,Tue Nov 24 15:33:09 -0800 2015,,0,0,history_biography
2,"** spoiler alert ** 
 The book began with beautifully descriptive words and slowly drifted into pedestrian writing. It is a good reminder of the meaning of ""true love,"" but not a lot more than that.",Mon Sep 28 19:26:46 -0700 2015,Fri Oct 02 07:32:23 -0700 2015,Fri Oct 02 07:32:23 -0700 2015,Mon Sep 28 00:00:00 -0700 2015,0,0,romance
2,"I only realized about 2/3 of the way thru this is a true story. Like many others have said, the book is WAY too long and the author/lawyer is very proud of himself. Part 1 is extremely interesting and enjoyable. The Trial is a big bore and most people will likely skim through a lot of it. Way too detailed for an average reader to care about. 
 I've also read other accounts that say Bugliosi has manipulated & distorted facts in this book compared to trial transcripts. And of course he changes the name of his defendant to Jennifer Jenkins - it's actually Stephanie Stearns. Buck is now dead. Mac has never been recovered. Muff's remains are apparently a ""show & tell"" for FBI classes in Hawaii. This poor couple. 
 http://www.sandiegouniontribune.com/n... 
 http://archives.starbulletin.com/cont... 
 It's also disgusting that the convicted murderer/drug-runner/burglarer/etc. lived out his remaining years on a social security check. So glad he got his - that he likely never paid in for - when I'll never see a dime of social security. (Yes, it's off topic, but very frustrating to see the legal system in action. SS did less time than Teresa Guidice from NJ Housewives.)",Tue Feb 10 11:02:08 -0800 2015,Sun Aug 09 22:39:02 -0700 2015,Sun Aug 09 00:00:00 -0700 2015,Tue Jul 28 00:00:00 -0700 2015,0,0,mystery_thriller_crime
2,"Yeah, not into where this seems to be going. The Rick Jones character is annoying to read. I get it that he's messed up and needs help, but this entire issue was a struggle to process because of it. 
 Jessica is trying to get him help as he is obviously delusional. But she hasn't accepted money for this case. Rockford taught me to always get the money first. :) 
 He seems to be getting kidnapped or something at the end. Sigh . . .",Sun Sep 24 19:33:09 -0700 2017,Sun Sep 24 19:35:30 -0700 2017,Sun Sep 24 00:00:00 -0700 2017,Sun Sep 24 00:00:00 -0700 2017,0,0,comics_graphics
2,"Firstly, Colleen Hoover is my favorite author. I love everything about Colleen. I think she is a talented, wonderful, and just all around great author. Her books never fail to sink me in. The Never, Never series had me hooked from the moment my eyes hit the first chapter. 
 Never, Never Part three felt like a joke. I waited for what seemed like forever for the book to come out and sadly, I wish I never read it. I would have been happier wondering what happened for the rest of my life. This is my first big disappointment in a series. 
 The book felt rushed. The ending may or may not have been a cop out, but it sure felt that way. The book just lacked what brought me back wanting more from the first two books.",Mon Jun 08 02:56:48 -0700 2015,Sat Jan 23 22:04:44 -0800 2016,Sat Jan 23 00:00:00 -0800 2016,Fri Jan 22 00:00:00 -0800 2016,0,0,young_adult
2,"As the parent of a middle-school aged child, I am always on the lookout for new reading material for that age group, and I was hoping this book would fit the bill. I was, however, disappointed. 
 Out of My Mind is the story of Melody, an eleven year-old girl with cerebral palsy who is non-verbal but extremely intelligent. She longs for normalcy and inclusion, but navigating her world both at home and at school is challenging. The story is written from Melody's point of view which I think is fantastic. However, I struggled with little details (odd language choices--does anyone say ""tight"" anymore, and outdated tech like cassette tapes and MySpace pages to name a few), as well as some larger ones. Why, for example, would Melody's parents, who have always believed she was very intelligent, wait so long to find a speech board for her? And why would they abandon her to a public school special ed program that clearly was making no attempt to educate her? I have no doubt that individuals like Melody face a myriad of challenges every day, many of which are mentioned in this book, but many of the situations didn't feel real to me, and that made the whole thing off-putting. 
 That said, I think its a decent book for young readers, and one that can certainly spark important conversations about inclusion, diversity, discrimination, disabilities, and what it means to be ""normal."" The writing is well-suited for young readers aged 9-12 I'd say.",Sun Dec 07 17:24:57 -0800 2014,Fri Sep 02 16:14:28 -0700 2016,Sat Dec 13 13:37:11 -0800 2014,Sun Dec 07 00:00:00 -0800 2014,1,0,young_adult
2,"This book, written by the son of the original Babar author, features the introduction of Princess Isabelle to the royal elephant family. The cover illustration should give you some idea of what Isabelle is like, dancing around on her roller skates while plugged into some kind of elephantine Walkman. 
 It's a decent story about a fearlessly adventurous princess, and it does have one really good picture of an elephant hang gliding. Plus, Isabelle winds up at the home of old family friends Boover and Picardee, two gentlemen camels who appear to be in a same sex relationship. (Perhaps gay marriage is legal in Babar's Utopian Realm.) 
 It's an odd book, in that it exists in a kind of limbo where the story itself is unable to determine whether it intends to be a modern fable or a tale from a simpler time. (A time when, for example, a five year old elephant princess could accept a boat ride from a stranger without readers having to worry about the plot veering off into Babar: SVU.) 
 Although Isabelle is a fun and resourceful addition to the series, this installment overall lacks much of the magic of earlier Babar books.",Thu Aug 04 12:08:00 -0700 2011,Fri Aug 12 11:59:21 -0700 2011,,,1,0,children
2,"A mixture of beats, meats, slammers, and so-called renegades...which supposedly includes everyone from Janis Joplin and Tupak Shukur to William Carlos Williams and Ferlinghetti. The editors of this massive anthology said they were trying to bring light to the more obsure, but it is apparent to see why many of these are obscure. The essays, letters, photos, however, are interesting.",Mon Jul 14 17:52:25 -0700 2008,Fri Jul 25 14:42:35 -0700 2008,Fri Jul 25 00:00:00 -0700 2008,,0,0,poetry
2,"Shallow Story, horrible graphics and worst ending possible.",Sat Aug 15 06:16:16 -0700 2015,Sun Aug 16 23:22:24 -0700 2015,Sun Aug 16 00:00:00 -0700 2015,Sat Aug 15 00:00:00 -0700 2015,18,3,comics_graphics
2,"Love the premise, but I remember wanting more from this book. The following books have a little more meat...",Fri Mar 28 07:49:50 -0700 2008,Wed Jun 17 08:39:33 -0700 2009,Mon Jan 01 00:00:00 -0800 2007,,0,0,fantasy_paranormal
2,I think this was part of an anthology that I already read. Hate that!,Tue Nov 22 07:03:25 -0800 2011,Tue Dec 20 14:09:15 -0800 2011,Mon Dec 19 00:00:00 -0800 2011,Sun Dec 18 00:00:00 -0800 2011,0,0,romance
2,"I might have liked this book more having read it in book form, but I listened to it on audio, and it was TERRIBLE. Maybe with a different narrator, I would have liked it better, but I don't know...",Mon Jul 10 12:05:40 -0700 2017,Tue Aug 01 08:28:30 -0700 2017,Tue Aug 01 08:28:30 -0700 2017,Mon Jul 10 12:05:40 -0700 2017,0,0,young_adult
2,"This book felt like an absolute hot mess. It was such a cool idea but so incredibly poorly executed. The direction changes focus so much throughout the book (the last third especially), and it feels more like a rough draft than something an editor actually helped craft. I listed to the audiobook, so I didn't get the pictures along the way, and the weakness of the narrative really showed. If the goal was to mold a coherent, interesting narrative from the photographs, it definitely didn't succeed. Jacob was just a flat-out unlikable protagonist, who honestly came off as spoiled, selfish, and dim-witted. He seemed to be more of a 10-year-old than a 16-year-old. Also, the whole romance aspect was creepy, disturbing, and bordering on incestuous. (Don't share girlfriends with your grandfather.) It's so sad to see such potential wasted.",Sun May 11 21:00:36 -0700 2014,Mon May 26 08:55:47 -0700 2014,Mon May 26 08:55:47 -0700 2014,Sun May 11 00:00:00 -0700 2014,0,0,fantasy_paranormal
2,I enjoyed reading it but felt it had little substance after I finished.,Tue Apr 04 15:23:01 -0700 2017,Sat May 13 07:53:22 -0700 2017,Fri May 12 00:00:00 -0700 2017,Sun May 07 00:00:00 -0700 2017,0,0,history_biography
2,"baru tau kalo buku ini sejenis komik dengan cerita SD. dan memang pengarangnya setahu saya masih kecil. jadi bangga karena bisa menghasilkan cerita tentang kawat giginya bisa menajdi buku. karena covernya bagus, gambar didalamnya besar-besar jadi tidak butuh waktu lama untuk selesai.",Wed Dec 12 05:56:46 -0800 2012,Wed Dec 12 05:58:41 -0800 2012,Wed Sep 12 00:00:00 -0700 2012,,0,0,comics_graphics
2,"I'm not a fan of the Buffy novels that are based on TV episodes, and I'm really not feeling the Buffy-Angel relationship, so it's probably not a huge surprise that I didn't much like any of The Angel Chronicles. I didn't hate them, and certainly liked them more than I liked the novelization of The Harvest, but they weren't anywhere near as enjoyable for me as some of the Buffy books that are fresh (i.e. non-TV) stories. 
 Angel was my least favourite of the lot, because it was just so darn angsty. I've never liked the Buffy-Angel relationship - though I'm probably the only person in the world who'd say this, I find them to be an extremely irritating, unhealthy couple. I like Angel a lot on his own (or later with Cordy, when they're in LA) and I can tolerate Buffy on her own and even quite like her when she's with Spike, but Buffy and Angel together do my head in. I never feel like there's much to their relationship, and in this book, aside from a hundred repetitions about how beautiful Buffy is and how brooding and mysterious and gorgeous Angel is, that's very evident. I find their relationship shallow and - well, young. Which is fair enough for Buffy - for all that everyone says how mature she is, she is only 16-17 - but I'd expect more from someone of Angel's advanced years. 
 YMMV, of course. 
 Aside from the relationship angst, I did quite enjoy Reptile Boy and Lie to Me, as I barely remembered the episodes. Reptile Boy is not the episode about the praying mantis teacher who tries to eat Xander, but is an episode that I totally forgot about a bunch of frat boys who try to sacrifice Buffy and Cordelia to a giant worm-snake-demon. Lie to Me, which I remembered a little, tells the sad story of Ford, an old friend of Buffy's, who shows up in Sunnydale ostensibly as a transfer student but really to sacrifice Buffy in the hopes of becoming a vampire. Naturally, this does not end well. 
 Overall, The Angel Chronicles Vol 1 wasn't badly written, and I probably would have enjoyed it more were it not for the focus on Buff and Angel's ridiculously codependent relationship. 2 - 2.5 stars.",Wed Apr 30 15:11:10 -0700 2014,Tue Jun 23 23:15:45 -0700 2015,Tue Jul 22 00:00:00 -0700 2014,Tue Jul 22 00:00:00 -0700 2014,0,0,fantasy_paranormal
2,"sad one , Emily bronte wrote just one sad novel..",Tue Jul 17 05:37:52 -0700 2012,Tue Jul 30 00:11:15 -0700 2013,,,0,0,romance
2,Improbable set-up and unlikable characters,Wed Mar 30 18:48:20 -0700 2016,Mon May 16 21:31:06 -0700 2016,Tue Apr 19 00:00:00 -0700 2016,Wed Mar 30 00:00:00 -0700 2016,0,0,mystery_thriller_crime
2,"I received this book from the author in exchange for an honest review and must admit that I'm disappointed. As a lover of Greek mythology, I was stoked to discover a story with the little-known Oneiroi, expecting more Urban Fantasy but getting a thinly plotted Paranormal Romance instead. 
 Aside from three short appearances from Hera and Zeus, a few references to Morpheus (""shaper"" and Greek God of dreams), and some dream traveling (as an unsatisfactory plot device), there is hardly anything otherworldly in Only In Her Dreams. The demi-gods wield guns, use unbelievable speech or modern phrases like ""What the f*ck,"" and come off as ordinary men--if not less, with their complaining (Darius), self-deprecating (Guy), and self-doubt (Maxim)--in my opinion, anyway. 
 The women--Lucessa, Julie, Hera, and Marie (especially her)--are stronger than the males, as characters and people, which is refreshing. They stay more consistent, and I liked each of them. 
 But I could not get into this book. While I understand the need for mystery to build suspense, the withholding of facts makes connecting with the characters and their motives hard. Although everything is straightened out at the very end, the entire family history didn't feel cohesive as each part is revealed. I often found myself flipping back to check the facts when they are because they seem contradictory. 
 I'm not a fan of books that spoon-feed me info, but with the constant repetition of unnecessary details--which was all telling, not showing (like Maxim's relationship with Darius, as well as Maxim and Lucessa's)--on top of the constant twists that drop out of nowhere and are ""convenient,"" giving everyone a happily ever after, the plot was flimsy and hard to discern. Even the ramifications of Darius's rule aren't given or apparent. 
 Only In Her Dreams has an interesting premise, but it's poorly executed. The only reason I give it two stars instead of one (other than my not wanting to be extremely harsh) is because of every scene with Marie. Those scenes and her love with Guy are wonderful. 
 Note: This e-book is free on Amazon.com if you're a Prime member.",Thu Oct 11 11:51:26 -0700 2012,Sun Oct 14 19:02:24 -0700 2012,Sun Oct 14 00:00:00 -0700 2012,Thu Oct 11 00:00:00 -0700 2012,1,0,romance
